step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
44,PAYMENT,1399.71,C1849438665,208182.83,206783.12,M1124212237,0,0,0
40,PAYMENT,3658.9,C282707125,31419,27760.1,M1617682607,0,0,0
19,CASH_OUT,288579.94,C1369146255,15664,0,C302544702,992272.91,1280852.85,0
17,CASH_OUT,6763.84,C1234831950,0,0,C1092136037,1285984.12,1292747.96,0
40,CASH_OUT,155919.34,C512240881,42008,0,C946805111,0,155919.34,0
36,PAYMENT,16430.82,C965621608,856043.77,839612.95,M53259567,0,0,0
18,CASH_OUT,256324.31,C852488701,29815,0,C906676977,0,535731.35,0
35,CASH_OUT,369361.79,C1579003946,72033.26,0,C640681148,861981.47,1231343.25,0
12,CASH_IN,143588.39,C1927957545,2744339.01,2887927.4,C1758590178,543392.77,399804.37,0
46,PAYMENT,1314.85,C1375669069,218650.18,217335.33,M1113777560,0,0,0
9,CASH_OUT,528563.59,C1459653316,614670.04,86106.44,C111636207,3805576.97,5471032.5,0
36,CASH_OUT,345357.87,C1131908092,35326,0,C1771858230,10354.19,355712.05,0
40,PAYMENT,43689.07,C503366595,10531,0,M50113774,0,0,0
39,CASH_OUT,186656.16,C46656335,104731,0,C2038232225,1860511.27,2047167.44,0
41,TRANSFER,979529.1,C1801435795,2208,0,C1105628508,44913.1,1024442.2,0
46,PAYMENT,14407.05,C1004018245,3760.65,0,M685159566,0,0,0
12,TRANSFER,414493.29,C75295718,554,0,C1235294062,318621.95,733115.24,0
14,TRANSFER,1333297.1,C135581795,0,0,C811587677,4422179.91,6319884.96,0
10,TRANSFER,316365.75,C1559787362,10155,0,C2079175568,655142.77,1226397.63,0
20,CASH_IN,219162.97,C1226535642,845056.44,1064219.41,C1159428977,226838.71,7675.74,0
38,CASH_OUT,162644.43,C1011736968,0,0,C1838491463,1369011.99,1531656.42,0
35,PAYMENT,15520.47,C1915159448,1453,0,M1393050157,0,0,0
15,CASH_IN,261947.74,C1787569976,4092715.73,4354663.47,C288165358,795787.73,533839.98,0
19,CASH_IN,216380.35,C1088962295,5536,221916.35,C90055899,1730702.27,1514321.92,0
15,PAYMENT,11448.01,C1663304022,0,0,M1157150754,0,0,0
41,CASH_OUT,49825.62,C1959808920,0,0,C1783930,2149739.09,2949794.27,0
94,CASH_IN,92372.35,C1484229648,3175127.94,3267500.29,C1584119395,8899703.36,8807331.01,0
17,CASH_IN,100020.78,C149769791,6282620.6,6382641.39,C627014926,515370.17,415349.39,0
18,CASH_IN,112013.68,C979405428,18000000,18100000,C1175399276,3727538.5,3615524.82,0
40,PAYMENT,23579.5,C119159886,0,0,M1916567708,0,0,0
17,CASH_IN,228984.89,C1838376220,4684,233668.89,C1889332494,593356.72,364371.83,0
19,CASH_OUT,28007.34,C1863325516,83451.2,55443.86,C1521354174,102362,130369.34,0
43,CASH_OUT,318203.1,C820113285,0,0,C717708039,463516.06,425306.11,0
45,PAYMENT,13333.45,C878762608,0,0,M2078592708,0,0,0
10,PAYMENT,3438.27,C2039668376,0,0,M1375224242,0,0,0
15,PAYMENT,1698.46,C1864858322,239393.47,237695.01,M1829743527,0,0,0
45,CASH_OUT,122210.26,C915060144,10570,0,C1741406041,0,122210.26,0
34,CASH_IN,80332.95,C458087855,1345737.18,1426070.13,C1894979756,475960,395627.05,0
35,PAYMENT,20826.8,C696848240,194062,173235.2,M1276762999,0,0,0
13,PAYMENT,14009.96,C1137254291,0,0,M1564544885,0,0,0
34,PAYMENT,14902.53,C662702096,35931,21028.47,M2116878920,0,0,0
40,TRANSFER,214028.98,C727368192,0,0,C1679254873,722596.01,936624.99,0
33,CASH_IN,108017.99,C430871556,3430617.21,3538635.2,C1698707072,1693875.49,1585857.5,0
15,CASH_IN,112496.6,C1239472724,3469318.98,3581815.58,C1870646445,202400.18,164935.36,0
18,PAYMENT,9355.59,C2127229185,0,0,M1296222051,0,0,0
19,CASH_OUT,190817.81,C1736576095,0,0,C1881151365,3677874.34,3884430.39,0
15,CASH_OUT,5795.54,C32391051,0,0,C651648459,139538.78,378815.81,0
21,PAYMENT,3040.69,C1487099932,0,0,M920245469,0,0,0
40,CASH_OUT,234221.92,C1541971299,30366,0,C1423455066,0,234221.92,0
45,CASH_OUT,148148.63,C1354750445,386638,238489.37,C628350803,239478.15,387626.78,0
18,CASH_IN,113113.69,C1750711508,300095.99,413209.69,C1236673580,127906.02,14792.33,0
37,TRANSFER,40901.56,C867670042,0,0,C448722355,2342901.44,2383803,0
15,CASH_OUT,161601.44,C435709931,20,0,C1147349111,1067753.37,1229354.81,0
13,CASH_OUT,224793.09,C184340607,464,0,C686253478,0,224793.09,0
36,PAYMENT,28304.48,C1125178214,21056,0,M1892910672,0,0,0
40,PAYMENT,4944.27,C1408804827,0,0,M1508903986,0,0,0
43,CASH_IN,71530.33,C959930311,13700000,13800000,C878725258,9007258.09,8935727.76,0
16,CASH_IN,123992.17,C1882823143,19900000,20100000,C2121931530,164452.46,40460.29,0
17,CASH_IN,46712.31,C553387942,11550,58262.31,C1225940188,106860,38181.72,0
11,CASH_OUT,13779.17,C610711143,0,0,C1304345230,1695464.56,2796503.41,0
43,PAYMENT,2684.4,C454986368,10393,7708.6,M384770313,0,0,0
37,PAYMENT,8709.62,C1911794186,0,0,M1337076573,0,0,0
11,PAYMENT,8555.61,C1792964151,0,0,M526938943,0,0,0
35,CASH_OUT,50307.08,C208669565,167251.23,116944.15,C1073300005,869676.7,919983.78,0
10,CASH_IN,419223.27,C2024095399,8487930.83,8907154.09,C1137371968,6392871.31,5936173.22,0
9,CASH_IN,202979.02,C1307404783,12342,215321.02,C170133906,0,126294.31,0
38,CASH_IN,205541.39,C1788531194,968,206509.39,C108217421,289624.17,84082.79,0
33,CASH_IN,352378.15,C9678639,8804054.98,9156433.14,C1771889313,884601.61,532223.46,0
22,PAYMENT,18670.45,C583301725,22911.2,4240.75,M1603210681,0,0,0
43,TRANSFER,496697.23,C458103267,23179,0,C1748608003,0,496697.23,0
18,CASH_OUT,398615.37,C645566363,135791,0,C773358407,0,262495.41,0
46,PAYMENT,6072.68,C313537892,102848.27,96775.6,M119961746,0,0,0
93,CASH_OUT,43259.74,C1799235260,129287,86027.26,C343267295,487246.78,530506.52,0
9,TRANSFER,852881.57,C163149176,0,0,C795982694,1474291.8,4158805.98,0
16,CASH_OUT,4435.21,C1048025786,0,0,C946349172,21056,8390.78,0
94,CASH_IN,455235.78,C654857288,2680225.64,3135461.41,C1142773057,2989012.22,2533776.45,0
36,CASH_OUT,117641.66,C1721059525,0,0,C1724454679,4733148.32,4850789.98,0
36,CASH_OUT,101757.13,C716272826,0,0,C682047102,4300158.58,4401915.72,0
42,PAYMENT,6759.65,C1073961473,221687.58,214927.94,M2071615333,0,0,0
14,CASH_OUT,212919.84,C1962334448,20690,0,C310519493,9138,654042.57,0
42,PAYMENT,7129.48,C1110118610,209729.59,202600.11,M412707896,0,0,0
13,CASH_OUT,335197.71,C2102861202,0,0,C539517785,838402.98,930735.51,0
17,PAYMENT,10293.44,C2099014629,0,0,M1260190250,0,0,0
38,CASH_IN,82247.44,C1696043333,26400000,26500000,C1609107796,122313.27,393470.41,0
35,CASH_IN,221831.12,C431782930,2823805.33,3045636.45,C1123176234,1115083.57,893252.45,0
14,CASH_OUT,523566.73,C1911248246,15950,0,C133307374,0,448171.64,0
20,CASH_OUT,115694.24,C924059309,35846.52,0,C211487624,0,115694.24,0
18,TRANSFER,521488.53,C188195578,0,0,C721356209,789271.7,1310760.23,0
21,CASH_OUT,387922.04,C2144989566,0,0,C1373187231,1464056.26,1851978.3,0
39,PAYMENT,6319.73,C1927532457,12161,5841.27,M1623071961,0,0,0
16,CASH_IN,17479.18,C320264247,25000000,25100000,C976703169,52682,35202.82,0
13,PAYMENT,29231.35,C2103407978,796837,767605.65,M1316304884,0,0,0
17,CASH_IN,264219.1,C1655303975,764166.54,1028385.64,C135254299,497526.2,233307.11,0
41,CASH_OUT,245824.71,C814720134,346431,100606.29,C624235256,13147.98,329852.74,0
12,CASH_IN,227902.33,C1123679978,519602,747504.33,C1365922551,0,67621.76,0
10,CASH_IN,4821.69,C377461226,3909358.08,3914179.77,C1041664164,12698.35,7876.67,0
40,PAYMENT,5633.88,C1153688880,2638,0,M1008585279,0,0,0
23,PAYMENT,13831.55,C1636294607,117243,103411.45,M381982518,0,0,0
35,CASH_IN,147251.79,C974667299,2700740.04,2847991.83,C305833151,5627535.31,5480283.51,0
13,PAYMENT,14172.06,C602900446,0,0,M1083197154,0,0,0
22,CASH_OUT,83742.94,C389327723,50925,0,C858030615,0,83742.94,0
33,CASH_IN,160890.99,C2001270837,0,160890.99,C640492521,2375508.45,2214617.45,0
43,PAYMENT,35576.4,C83137254,38272,2695.6,M1099489898,0,0,0
43,CASH_OUT,196815.24,C1206370094,10070,0,C515556169,143503.78,340319.02,0
42,CASH_OUT,170583.68,C371186348,105062,0,C735319892,0,170583.68,0
10,CASH_OUT,228119.49,C1945548495,0,0,C1307933246,518069.2,746188.7,0
18,PAYMENT,7593.23,C1094671406,200135.63,192542.39,M1738958295,0,0,0
37,CASH_IN,496528.26,C1419540451,60893,557421.26,C821158670,0,0,0
9,CASH_IN,29123.16,C278909808,7286129.01,7315252.17,C631424220,1237207.17,1920981.85,0
15,PAYMENT,3678.75,C449146372,468350,464671.25,M1908640939,0,0,0
15,PAYMENT,8937.56,C618392279,48773,39835.44,M293423248,0,0,0
35,CASH_IN,414784.86,C65914991,4798809.49,5213594.35,C2008682993,1835714,1420929.14,0
41,PAYMENT,4234.26,C298918327,106104,101869.74,M1104997998,0,0,0
43,CASH_IN,129691.62,C1686540110,3432539.21,3562230.83,C612173346,2259833.28,2130141.66,0
34,CASH_OUT,121006.47,C1891360219,0,0,C1352688106,157432,278438.47,0
38,CASH_OUT,44860.09,C2017982075,0,0,C1543745735,1907775.14,1952635.22,0
41,PAYMENT,14759.45,C1363648750,201919.51,187160.06,M1924843884,0,0,0
12,PAYMENT,4159.77,C1315113619,8911.48,4751.71,M314260576,0,0,0
93,CASH_IN,170986.05,C1774251440,2715246.45,2886232.5,C380691971,174573.41,134246.06,0
20,PAYMENT,11269.76,C1088172418,0,0,M1838798864,0,0,0
41,CASH_IN,495318.73,C68509523,352466,847784.73,C1043378345,1215798.45,720479.73,0
16,PAYMENT,9793.22,C1126115941,55085,45291.78,M2027655991,0,0,0
46,PAYMENT,14101.46,C146369548,12690,0,M4664186,0,0,0
19,PAYMENT,8748.35,C1586811740,5071,0,M120606858,0,0,0
42,CASH_OUT,299509.24,C1158981388,22784,0,C238374968,202654.63,502163.87,0
44,CASH_OUT,21199.94,C982668747,70809.47,49609.53,C631524784,5592083.35,5613283.29,0
45,TRANSFER,149888.94,C839872602,0,0,C1522769419,396237.94,546126.88,0
34,TRANSFER,1707270.87,C1370368892,37238.42,0,C1514560892,1815520.2,3522791.08,0
20,TRANSFER,333396,C555029156,705,0,C1645325131,201797.66,285646.48,0
19,CASH_OUT,97588.42,C130534461,15490,0,C1233532219,0,36710.68,0
34,CASH_IN,88654.41,C266447030,1211258.99,1299913.4,C534443690,1337340.01,1248685.6,0
20,CASH_IN,142813.53,C249417330,9808540.83,9951354.36,C1448433129,972040.46,710068.74,0
44,CASH_OUT,185840.34,C1274457915,0,0,C237714686,967471.06,1153311.39,0
20,CASH_OUT,522921.71,C1830163134,0,0,C1729789302,2259129.09,2782050.81,0
16,PAYMENT,5597.38,C1936467478,507399.97,501802.59,M1305618879,0,0,0
7,CASH_OUT,217171.13,C838401155,0,0,C1360767589,8945540.14,18500000,0
17,CASH_IN,28919.2,C714643967,425,29344.2,C1687017506,0,0,0
19,PAYMENT,17731.48,C1895224183,531,0,M1742726196,0,0,0
45,CASH_IN,343356.51,C355490632,9439482.64,9782839.15,C1864644401,3536294.65,3192938.14,0
9,PAYMENT,14379.29,C775764347,109787,95407.71,M877610825,0,0,0
35,CASH_OUT,220243.67,C1491935874,0,0,C637505405,585039.45,805283.12,0
15,PAYMENT,17301.45,C829476055,51310,34008.55,M467887885,0,0,0
44,PAYMENT,4436.1,C1901197233,0,0,M1856373625,0,0,0
9,CASH_OUT,182105.78,C1172629534,60491,0,C1549680453,8416,311564.31,0
12,TRANSFER,537597.4,C171066705,503023,0,C1596370573,423185.54,972435.93,0
15,CASH_OUT,60102.92,C1163036268,537,0,C1602572569,0,174798.18,0
45,CASH_IN,47483.48,C1787516318,8037,55520.48,C610188199,3089421.4,3041937.92,0
9,PAYMENT,2608,C824830207,0,0,M1777805484,0,0,0
16,CASH_IN,404816.36,C1910977521,55517,460333.36,C58091972,2452934.79,2374402.36,0
18,CASH_OUT,261406.04,C882938207,0,0,C342723951,441751.37,971075.43,0
12,PAYMENT,21025.71,C1386883791,646928.98,625903.27,M193066264,0,0,0
42,PAYMENT,3952.06,C1541872371,3737.02,0,M1601827075,0,0,0
17,PAYMENT,9159.82,C1235341587,0,0,M1124936893,0,0,0
11,PAYMENT,8262.96,C300418891,0,0,M721191266,0,0,0
7,PAYMENT,4156.18,C2047006560,0,0,M1518735658,0,0,0
44,CASH_IN,41308.65,C1980913673,170,41478.65,C447454826,0,0,0
40,PAYMENT,6767.41,C587704704,0,0,M1063237066,0,0,0
20,CASH_IN,184638.67,C1211339226,11800000,12000000,C1398240226,216369.47,31730.8,0
9,CASH_IN,305710.84,C1723177691,8276551.78,8582262.62,C1643855278,9836522.99,13000000,0
13,CASH_OUT,84934.1,C1238857689,32017,0,C1708536940,0,0,0
14,CASH_OUT,152784.57,C251019000,0,0,C1585249461,525212.79,899192.71,0
35,PAYMENT,10098.71,C669308040,103683.92,93585.21,M278433350,0,0,0
37,CASH_OUT,221019.28,C1956445082,35746,0,C465775180,6289.21,227308.5,0
18,CASH_OUT,335269.85,C375175905,0,0,C764452613,348516.37,345072.97,0
37,CASH_OUT,97627.45,C1499241018,0,0,C778234830,363131.82,460759.27,0
33,CASH_IN,404444.85,C1015960351,7195826.56,7600271.41,C1303365802,981134.02,576689.17,0
42,CASH_OUT,260278.04,C536352414,0,0,C2025876034,1004467.89,1264745.92,0
7,PAYMENT,4362.39,C341529131,20373,16010.61,M1903547260,0,0,0
15,TRANSFER,159155.65,C1331132266,0,0,C996907393,195427.84,354583.5,0
11,CASH_OUT,209307.4,C1026170016,22031,0,C1979722084,162227.68,501988.75,0
18,PAYMENT,6231.63,C481092404,107675.6,101443.97,M1112424445,0,0,0
35,CASH_OUT,136061.28,C398036032,44468,0,C527599317,4577143.13,4713204.4,0
20,CASH_OUT,341629.62,C1359419790,0,0,C1126506281,939292.61,1280922.23,0
19,CASH_IN,43467.61,C1420293069,3825601.79,3869069.4,C1290856706,8728662.92,8879576.35,0
35,PAYMENT,7299.57,C1062898140,0,0,M700853511,0,0,0
33,PAYMENT,21282.7,C1687888172,91304.34,70021.63,M482138628,0,0,0
35,CASH_OUT,73778.03,C366054658,0,0,C27609902,1175485.6,1249263.64,0
19,PAYMENT,4896.93,C1229965670,5549,652.07,M176928145,0,0,0
14,PAYMENT,5115.01,C599951779,772059.53,766944.52,M751013819,0,0,0
22,CASH_OUT,189084.77,C1642763286,0,0,C241888581,590315.64,779400.41,0
39,CASH_OUT,118773.69,C868887632,0,0,C870985119,208277.16,327050.84,0
20,CASH_OUT,87285.34,C846574841,0,0,C461267117,3898595.42,3845418.14,0
33,CASH_OUT,118850.08,C1315923800,246708,127857.92,C1681682021,110763.88,229613.97,0
40,PAYMENT,5150.83,C1490999044,0,0,M940943093,0,0,0
42,CASH_OUT,108899.84,C1914654061,11572,0,C90149178,936149.1,548352.91,0
38,CASH_OUT,303240.89,C758475701,0,0,C1722902981,1349836.3,1653077.19,0
36,CASH_IN,422891.06,C1344947508,11160,434051.06,C1590070691,0,0,0
39,CASH_IN,47149.14,C513210713,2936001.87,2983151.01,C1888403302,229527.18,228035.67,0
19,PAYMENT,5502.27,C588139696,0,0,M369101101,0,0,0
35,PAYMENT,21036.74,C350047869,58512,37475.26,M1475512409,0,0,0
38,CASH_OUT,208071.54,C372123374,231748.98,23677.44,C1179703517,779738.88,987810.42,0
17,CASH_IN,47112.76,C1510211090,15800000,15800000,C406477119,3065186.42,3018073.65,0
94,CASH_OUT,156348.53,C1445433297,0,0,C1605194819,199207.58,355556.11,0
44,CASH_IN,153492.78,C1115481823,10833,164325.78,C198569987,7943781.55,7790288.77,0
7,PAYMENT,2427.57,C744838086,261,0,M1504469201,0,0,0
41,CASH_OUT,184943.17,C1679363829,0,0,C1440158358,2236774.76,2421717.92,0
18,CASH_OUT,29566.14,C712123447,14897,0,C1366275552,0,230006.05,0
94,TRANSFER,87194.77,C2146380817,0,0,C653171433,2160763.08,2247957.86,0
38,PAYMENT,5914.24,C442686067,269927.14,264012.9,M2051331680,0,0,0
12,PAYMENT,12675.76,C118187767,3067.38,0,M1574320438,0,0,0
20,TRANSFER,1530930.88,C844975231,0,0,C1750622044,4523315.92,6054246.8,0
17,PAYMENT,6115.88,C1406490201,0,0,M1386799531,0,0,0
45,PAYMENT,7046.11,C771983584,195995.21,188949.1,M1274084612,0,0,0
16,CASH_OUT,67252.07,C1144259351,19287,0,C2116967997,58354.07,125606.14,0
18,CASH_IN,48283.46,C700404944,23582,71865.46,C752026498,0,174651.18,0
16,CASH_IN,21078.17,C1194046502,19800000,19900000,C1468170856,693167.9,672089.73,0
19,CASH_IN,177932.51,C1704134538,375,178307.51,C2011561834,13600000,13300000,0
41,CASH_IN,251652.35,C1622547715,7140104.41,7391756.76,C2077103803,5394713,5143060.65,0
10,CASH_OUT,594671.89,C2120105057,2693.29,0,C1297324974,0,594671.89,0
12,CASH_OUT,417470.75,C2002960987,0,0,C663202788,2446257.04,2863727.79,0
20,PAYMENT,9905.78,C913016995,20121,10215.22,M1698059421,0,0,0
44,CASH_OUT,96663.93,C1614814985,0,0,C414205222,4464380.6,4561044.52,0
20,CASH_OUT,159796.29,C461800590,8349,0,C1937280345,211937.4,371733.69,0
37,PAYMENT,42508.98,C611540833,21481,0,M1715816800,0,0,0
10,TRANSFER,313402.47,C1720738113,0,0,C1296656022,2013784.73,1255720.87,0
9,PAYMENT,12510.43,C1201139957,305433,292922.57,M202421709,0,0,0
13,PAYMENT,6714.39,C1849902907,114801.34,108086.95,M814079148,0,0,0
36,CASH_IN,254473.14,C403585574,66831,321304.14,C1749702735,0,0,0
10,CASH_IN,157691.15,C578427042,28700000,28900000,C1873831225,413264.64,567135.46,0
6,PAYMENT,3440.78,C1647708776,11264,7823.22,M340852643,0,0,0
36,PAYMENT,27054.47,C1092281030,144046,116991.53,M2069958231,0,0,0
46,CASH_OUT,399048.67,C545720216,0,0,C1106170428,1207338.68,1606387.35,0
15,CASH_IN,426106.6,C1272070754,41839,467945.6,C903247243,10079,0,0
15,CASH_OUT,2411.99,C733281224,0,0,C182203248,89646.05,92058.04,0
43,CASH_IN,120694.56,C911291235,5962405.36,6083099.92,C820988157,319136.14,198441.59,0
34,CASH_IN,124443.1,C1805035814,11227,135670.1,C753319038,701437.58,797636.94,0
16,PAYMENT,5610.21,C1793814616,162592.71,156982.5,M432806953,0,0,0
14,PAYMENT,4203.15,C607365013,0,0,M1598708289,0,0,0
23,CASH_OUT,42302.15,C2234540,0,0,C1287873278,88445.48,130747.63,0
41,PAYMENT,12003.79,C900581348,0,0,M1751106092,0,0,0
42,PAYMENT,9114.51,C208405392,11124,2009.49,M1501504231,0,0,0
11,PAYMENT,179.68,C236320022,0,0,M506494125,0,0,0
37,PAYMENT,23559.23,C274241856,467152.71,443593.48,M376163223,0,0,0
40,CASH_OUT,41922.37,C1922673117,6003,0,C1596289722,4435888.17,4477810.55,0
35,CASH_OUT,439448.92,C1007162881,53,0,C1183344300,294038.84,831800,0
41,CASH_OUT,196981.78,C1434385287,0,0,C146305349,14600000,14800000,0
41,CASH_IN,205498.97,C395276792,101182,306680.97,C963537727,848402.09,642903.12,0
9,DEBIT,6888.02,C1587101267,57235,50346.98,C1840579844,30360,53668.09,0
19,CASH_OUT,1985.06,C2140452884,0,0,C323302928,1983344.93,1985330,0
36,CASH_OUT,285285.25,C1551887955,88883,0,C1621481234,0,285285.25,0
37,CASH_OUT,377454.59,C621431973,51955,0,C544761970,0,377454.59,0
9,PAYMENT,9291.83,C1631951910,88606.35,79314.52,M30923033,0,0,0
43,PAYMENT,2431.96,C1284479474,237003.73,234571.77,M1880361879,0,0,0
33,CASH_IN,72172.3,C1296408700,11400000,11500000,C741916559,125839.67,53667.37,0
9,PAYMENT,14530.9,C583742165,0,0,M1837034362,0,0,0
7,CASH_OUT,93077,C1474230611,0,0,C631424220,109861,112449.9,0
20,PAYMENT,8523.24,C989464070,461,0,M842337073,0,0,0
10,CASH_OUT,309557.2,C209181868,10089,0,C970,0,383704.66,0
13,CASH_IN,244680.83,C999983233,6082784.13,6327464.96,C1860434997,2147936.6,1903255.77,0
36,CASH_OUT,251278.22,C2115688679,11326,0,C787489619,91147.08,342425.3,0
43,CASH_OUT,47728.36,C446905509,10822,0,C1617536334,820502.31,868230.67,0
14,CASH_OUT,66234.18,C1547389093,16872,0,C1298242208,1381109.19,1579553.36,0
16,CASH_OUT,202398.55,C641323111,0,0,C976896991,2474020.47,2676419.02,0
36,PAYMENT,4812.71,C529405799,0,0,M199682312,0,0,0
8,CASH_OUT,86856.49,C1113042425,0,0,C1305075214,768071.08,519020.08,0
42,CASH_IN,227665.37,C1046328874,146091.68,373757.04,C340476329,2489132.82,2261467.45,0
36,PAYMENT,7643.93,C1769356825,5553,0,M1144315244,0,0,0
44,TRANSFER,3827447.56,C2040291708,0,0,C151400576,8279839.03,12100000,0
36,CASH_OUT,196832.5,C149544936,10211,0,C187649742,45180.98,242013.47,0
15,CASH_OUT,278280.79,C686507329,0,0,C776917345,1851411.51,2129692.3,0
40,CASH_OUT,249375.21,C1428131510,6018,0,C924339244,18567.98,267943.19,0
18,PAYMENT,24480.01,C502488266,56336.06,31856.05,M1804215021,0,0,0
22,CASH_OUT,15144.07,C264041166,843,0,C1830686135,29321.71,44465.78,0
43,CASH_IN,391078.36,C1509981694,94402,485480.36,C1537581482,322321.68,0,0
20,PAYMENT,1300.58,C120770567,200641,199340.42,M1091987125,0,0,0
10,PAYMENT,192.28,C1951099477,5156,4963.72,M899202254,0,0,0
16,CASH_IN,50405.16,C2062492926,19200000,19200000,C69335151,7853646.38,7803241.22,0
11,CASH_OUT,120649.87,C1555020244,0,0,C175041411,560483.3,307788.18,0
43,PAYMENT,4867.72,C1932858783,257326.65,252458.93,M1148862140,0,0,0
42,CASH_OUT,20798.09,C1376413562,20414,0,C2119132466,0,391643.06,0
12,PAYMENT,22374.64,C1528189813,19387,0,M1478445325,0,0,0
38,CASH_OUT,270245.93,C1277389294,0,0,C2070550497,348749.3,618995.23,0
15,PAYMENT,17722.98,C82340745,2103.4,0,M830054766,0,0,0
14,CASH_OUT,55169.26,C510462219,0,0,C1383942363,5798665.62,5998401.82,0
41,PAYMENT,14062.1,C552594290,235332,221269.9,M2111459073,0,0,0
17,CASH_IN,48340.61,C293647107,1884962.83,1933303.44,C1640454563,461398.06,413057.45,0
19,PAYMENT,2306.14,C2026607401,304870,302563.86,M88506494,0,0,0
44,PAYMENT,7332.38,C331148147,10045.01,2712.63,M1550422074,0,0,0
44,PAYMENT,7739.69,C647057832,124,0,M1196424061,0,0,0
35,PAYMENT,8383.66,C254917299,0,0,M2030431754,0,0,0
19,PAYMENT,24530.63,C1569188740,38276,13745.37,M2061055681,0,0,0
36,CASH_OUT,441143.36,C47172950,917,0,C1735075728,0,441143.36,0
46,PAYMENT,7807.17,C1346468682,0,0,M55832441,0,0,0
3,CASH_IN,168846.2,C500096147,2364949.86,2533796.06,C11003494,11500000,11200000,0
40,CASH_OUT,271950.96,C74473050,6504,0,C1351973629,232586,504536.96,0
12,PAYMENT,20384.19,C1724437261,51738,31353.81,M2008717977,0,0,0
20,CASH_OUT,103925.47,C2091182067,0,0,C126452464,730556.35,834481.81,0
12,CASH_IN,332807.02,C1964514743,136196.1,469003.11,C1923018211,208860.6,0,0
48,PAYMENT,7425.3,C1980284960,11525,4099.7,M859854045,0,0,0
18,PAYMENT,6798.49,C488048677,345719.11,338920.62,M1488092659,0,0,0
45,CASH_IN,58745.8,C1085022114,6699539.42,6758285.22,C48444237,525067.31,466321.5,0
36,TRANSFER,805349.42,C275214402,0,0,C1192424133,1082240.98,1887590.4,0
35,PAYMENT,2764.78,C2112207084,379420.87,376656.09,M48680370,0,0,0
34,TRANSFER,202707.22,C2032762611,0,0,C1388157479,2067220.28,3129487.59,0
40,PAYMENT,3314.64,C147193293,58790,55475.36,M656719039,0,0,0
11,TRANSFER,3756042.41,C1136761469,291622.45,0,C1814993976,321499.51,4427019.76,0
18,TRANSFER,217562.18,C237069053,79171,0,C1053297930,320993.08,610688.93,0
11,CASH_IN,170517.66,C414801753,1962319.12,2132836.78,C630085121,538576.41,368058.75,0
14,CASH_OUT,528905.58,C44030795,901,0,C297246332,46346.13,330216.47,0
36,CASH_OUT,92458.47,C126602386,0,0,C719119378,10500000,10500000,0
41,CASH_IN,33256.48,C1746478700,741447.29,774703.77,C2005657920,2067368.73,2034112.25,0
16,CASH_OUT,137371.04,C1510023511,0,0,C1423125072,4675133.73,5171085.18,0
47,CASH_OUT,173432.39,C632393835,0,0,C892981061,3710637.65,3884070.04,0
36,PAYMENT,62993.35,C994144062,511297.45,448304.1,M552412008,0,0,0
19,CASH_IN,15687.85,C1751553423,25300000,25300000,C791342998,841143.38,825455.53,0
33,PAYMENT,12956.02,C2068208315,0,0,M347049220,0,0,0
14,CASH_OUT,375376.72,C228284324,854197,478820.28,C2114628469,196938.46,401587.35,0
36,CASH_IN,32993.24,C742863453,17700000,17800000,C458774267,1425903.16,1392909.92,0
14,CASH_OUT,51173.73,C1282437185,384502.84,333329.11,C1180478961,181703.37,232877.11,0
44,PAYMENT,36834.39,C1534496194,0,0,M443490950,0,0,0
38,PAYMENT,34859.02,C1523929768,0,0,M1516295287,0,0,0
13,PAYMENT,7377.5,C1976605162,0,0,M307013350,0,0,0
19,TRANSFER,906401.33,C1196696017,34144.74,0,C1708605385,0,906401.33,0
12,CASH_OUT,91359.89,C1356111238,137088,45728.11,C1802632685,12900000,13300000,0
42,CASH_IN,5539.85,C1081315376,3762619.17,3768159.02,C2013168297,1082141.83,965871.52,0
13,PAYMENT,23112.18,C1807566819,180,0,M1614099533,0,0,0
13,CASH_OUT,367295.9,C1432072170,0,0,C746398598,621173.87,1530251.84,0
12,PAYMENT,29722.21,C1600656571,1046,0,M177755421,0,0,0
43,CASH_OUT,185088.99,C487162840,124369,0,C1196380341,252732.04,437821.03,0
13,CASH_OUT,44130.01,C2109945308,0,0,C1926538717,892970.44,937100.45,0
20,CASH_OUT,545920.98,C1979124243,8346.01,0,C1292966728,2404612.11,2950533.09,0
41,CASH_OUT,112470.32,C2106308273,0,0,C771926682,258113.38,370583.71,0
35,CASH_OUT,158289.93,C2086451102,0,0,C1160840754,1842802.22,2001092.15,0
17,PAYMENT,19483.65,C332223446,89558.83,70075.17,M907709888,0,0,0
33,PAYMENT,16279.89,C2017273298,0,0,M1006994051,0,0,0
16,PAYMENT,11607.16,C1225943284,14958,3350.84,M170716998,0,0,0
35,CASH_OUT,158868.41,C1363135890,0,0,C1486301358,1802096.16,1960964.57,0
18,CASH_OUT,195448.46,C440299939,10203,0,C885540169,829667.55,1363997.24,0
13,TRANSFER,1313715.37,C553210455,0,0,C891020651,12000000,13700000,0
6,TRANSFER,536060.03,C674480275,0,0,C909295153,6661385.87,9197383.11,0
93,PAYMENT,10873.16,C2074923207,257557.73,246684.57,M1545700259,0,0,0
36,CASH_OUT,342993.23,C1015094678,81531,0,C439525166,0,342993.23,0
